Age (Ma)	d18O adj
  5.453	2.85
  5.454	2.67
  5.455	3.15
  5.457	2.65
  5.459	2.44
   5.46	2.83
  5.461	2.41
  5.464	3.07
  5.466	2.76
  5.468	2.79
  5.469	 2.8
   5.47	2.84
  5.472	2.78
  5.474	2.23
  5.475	2.93
  5.476	2.61
  5.479	2.77
   5.48	2.87
  5.481	2.84
  5.483	2.54
 5.4842	2.71
  5.485	2.57
  5.486	2.89
  5.486	2.86
  5.488	2.86
  5.489	2.93
  5.489	2.64
  5.491	2.86
  5.491	3.04
  5.491	2.76
  5.493	2.97
  5.493	3.04
  5.494	2.74
  5.495	 2.9
  5.495	3.14
  5.496	3.05
  5.496	2.62
  5.497	3.07
  5.497	 3.1
  5.497	 2.7
  5.498	 3.1
  5.499	3.24
    5.5	2.91
  5.501	3.12
  5.502	2.97
  5.502	3.08
  5.502	2.72
  5.504	2.88
  5.504	2.93
  5.506	2.83
  5.506	2.83
  5.508	2.92
  5.508	3.06
  5.509	2.86
   5.51	 2.9
  5.511	2.94
  5.512	2.68
  5.513	3.31
  5.514	2.79
  5.514	2.88
  5.516	3.03
  5.518	2.98
   5.52	2.99
   5.52	2.99
  5.523	 2.7
 5.5248	2.68
  5.525	 2.8
  5.526	2.65
  5.527	2.73
  5.528	2.76
   5.53	2.85
  5.531	2.94
  5.532	2.69
  5.533	3.08
  5.536	   3
  5.537	3.28
  5.539	3.33
   5.54	3.16
  5.541	2.76
  5.541	3.27
  5.542	3.26
  5.543	3.14
  5.545	3.13
  5.546	3.12
  5.548	 2.9
   5.55	2.84
  5.552	2.91
  5.554	3.03
  5.554	2.95
  5.556	3.06
  5.556	2.85
  5.558	3.03
  5.558	2.76
   5.56	3.28
  5.562	3.25
  5.563	2.74
  5.564	3.17
 5.5654	2.68
  5.566	3.03
  5.568	 3.3
   5.57	3.34
   5.57	3.08
  5.571	3.28
  5.571	2.93
  5.573	3.31
  5.574	3.18
  5.575	 3.1
  5.576	2.94
  5.577	3.04
  5.578	3.08
   5.58	3.03
  5.581	 2.9
  5.583	2.99
  5.583	   3
  5.584	3.14
  5.585	3.14
  5.585	3.14
  5.587	2.64
  5.587	3.08
  5.588	3.02
  5.589	3.11
  5.591	 3.1
  5.591	2.97
  5.592	3.01
  5.592	 3.3
  5.593	3.08
  5.594	2.98
  5.595	3.04
  5.597	3.13
  5.598	2.83
  5.599	3.11
  5.599	3.32
    5.6	3.16
    5.6	2.25
  5.601	3.04
  5.603	2.96
  5.604	3.01
  5.604	2.34
  5.605	2.83
  5.606	 2.7
  5.606	2.74
  5.608	 2.7
  5.608	 2.7
  5.608	3.12
  5.609	2.73
   5.61	3.24
  5.611	2.84
  5.612	2.81
  5.612	2.73
  5.614	2.82
  5.615	2.88
  5.616	3.07
  5.617	3.03
  5.617	2.93
  5.619	2.83
  5.619	3.09
   5.62	3.19
  5.621	3.04
  5.621	3.08
  5.621	2.76
  5.622	3.11
  5.623	3.05
  5.624	2.95
 5.6249	3.11
  5.625	2.99
  5.625	3.28
  5.625	2.95
  5.628	2.77
   5.63	 3.1
  5.631	3.21
  5.632	3.21
  5.634	 3.1
  5.637	3.25
   5.64	3.08
  5.642	2.83
  5.643	3.14
  5.644	3.13
  5.646	3.05
  5.648	3.11
   5.65	3.18
  5.652	3.36
  5.654	3.29
  5.654	2.64
  5.656	3.23
  5.657	2.96
  5.658	2.82
  5.659	 2.7
   5.66	2.83
  5.662	3.12
  5.664	2.96
 5.6655	2.92
  5.666	   3
  5.668	3.08
  5.669	2.68
   5.67	3.05
  5.671	3.15
  5.673	3.25
  5.675	 3.3
  5.676	2.84
  5.677	3.04
  5.678	2.88
  5.679	3.05
  5.681	3.39
  5.682	2.84
 5.6823	2.86
  5.684	3.37
 5.6844	2.57
  5.687	3.12
   5.69	3.35
  5.692	 3.3
  5.693	 3.3
  5.693	3.16
  5.696	3.21
  5.697	3.12
    5.7	3.01
  5.705	3.09
  5.706	2.89
  5.712	3.55
  5.716	2.68
   5.72	 3.3
  5.722	3.04
  5.723	2.77
  5.724	3.03
  5.725	2.94
  5.726	2.83
  5.726	3.21
  5.727	3.44
  5.729	3.23
  5.729	3.33
   5.73	 3.3
   5.73	3.34
  5.731	3.21
  5.732	3.38
  5.733	3.34
  5.734	3.27
  5.735	2.98
  5.735	3.02
  5.736	3.26
  5.738	3.02
  5.738	3.11
  5.739	   3
   5.74	2.99
  5.741	2.94
  5.741	2.96
  5.743	3.08
  5.743	3.15
  5.745	3.05
  5.745	3.55
 5.7452	2.79
  5.747	3.04
  5.747	3.15
  5.748	3.09
  5.749	2.88
   5.75	2.95
   5.75	3.32
  5.751	3.38
  5.751	2.88
  5.752	2.97
  5.752	3.36
  5.753	3.24
  5.753	3.49
  5.753	 3.5
  5.754	3.35
  5.754	3.55
  5.754	 3.6
  5.755	3.07
  5.755	3.28
  5.755	3.56
  5.756	3.01
  5.756	 3.3
  5.756	3.22
  5.757	3.16
  5.758	2.92
  5.758	2.99
  5.759	2.92
  5.759	3.02
   5.76	2.96
   5.76	2.96
   5.76	3.02
  5.761	2.94
  5.761	 3.1
  5.761	3.17
  5.762	2.99
  5.762	   3
  5.762	3.04
  5.763	3.07
  5.763	3.08
  5.763	 3.4
  5.764	2.92
  5.765	3.13
 5.7655	2.68
  5.767	3.16
  5.767	3.39
  5.768	3.18
  5.768	2.93
  5.769	3.04
   5.77	2.92
   5.77	2.94
  5.771	2.97
  5.771	3.28
 5.7719	2.94
  5.772	2.79
  5.772	   3
  5.772	3.19
  5.773	3.12
  5.774	2.96
  5.774	 2.5
  5.776	   3
  5.777	2.95
  5.778	3.09
  5.778	2.74
  5.779	2.85
  5.781	2.92
  5.783	2.97
  5.784	2.61
  5.784	 3.2
  5.785	2.98
  5.786	2.99
  5.787	2.86
  5.787	2.93
  5.787	3.36
  5.787	3.48
  5.787	3.48
  5.788	3.02
  5.789	3.12
  5.791	3.11
  5.792	3.17
  5.793	2.93
  5.794	3.03
  5.794	3.15
  5.794	 3.6
  5.794	2.98
  5.794	3.37
  5.795	 2.8
  5.795	2.93
  5.795	2.94
  5.795	3.18
  5.795	3.23
  5.796	3.07
  5.796	3.13
  5.797	2.92
  5.797	2.96
  5.797	2.99
  5.798	2.95
  5.798	3.04
  5.798	3.06
  5.798	3.08
 5.7987	 2.9
  5.799	3.06
  5.799	3.09
  5.799	3.11
  5.799	3.22
    5.8	2.86
    5.8	2.91
    5.8	2.92
    5.8	2.96
    5.8	3.06
    5.8	3.08
  5.801	2.96
  5.801	3.09
  5.801	3.12
  5.801	3.18
  5.802	3.02
  5.802	3.13
  5.802	2.82
  5.803	2.89
  5.803	3.22
  5.803	3.34
  5.804	3.15
  5.804	3.18
  5.805	2.99
  5.805	3.07
  5.806	2.95
  5.806	3.08
 5.8061	2.43
  5.807	2.78
  5.807	2.84
  5.807	2.98
  5.808	2.74
  5.808	3.07
  5.809	3.17
   5.81	3.06
   5.81	3.08
  5.811	 3.1
  5.812	2.99
  5.812	3.17
  5.812	2.82
  5.813	2.79
  5.813	3.02
  5.814	2.93
  5.815	3.13
  5.816	2.91
  5.816	 2.8
  5.818	3.21
   5.82	3.18
   5.82	2.74
  5.822	3.23
  5.824	3.03
  5.824	2.91
  5.826	3.13
 5.8277	2.73
  5.829	2.97
  5.831	2.94
  5.831	2.99
  5.834	3.05
  5.837	3.13
  5.838	2.99
 5.8389	 2.9
   5.84	3.17
  5.843	3.35
  5.846	2.99
  5.849	3.19
  5.851	3.02
  5.851	2.52
  5.854	3.27
  5.857	3.02
  5.859	3.16
  5.862	2.77
  5.864	3.21
  5.865	 2.9
  5.867	 3.1
 5.8683	2.93
   5.87	3.02
  5.873	3.11
  5.873	 2.7
  5.876	2.92
  5.879	3.02
 5.8818	2.93
  5.882	 2.9
  5.882	2.69
  5.885	3.19
  5.886	3.02
  5.887	2.92
  5.888	3.24
   5.89	3.18
  5.893	3.08
  5.894	2.82
  5.895	3.08
  5.897	3.16
    5.9	 3.1
  5.902	3.48
  5.904	3.09
  5.907	 3.1
  5.909	 3.1
  5.911	3.27
  5.912	3.26
  5.912	3.34
  5.914	3.01
  5.916	2.96
  5.917	3.13
  5.919	3.14
  5.922	3.17
  5.922	2.67
  5.924	3.18
  5.927	3.15
  5.928	2.89
  5.928	 2.8
  5.928	2.92
  5.929	3.23
  5.932	3.25
 5.9326	2.82
  5.933	3.07
  5.934	3.19
  5.937	3.02
  5.937	2.92
  5.939	3.21
  5.942	3.26
  5.942	2.71
  5.944	2.93
  5.947	2.95
  5.949	 2.9
   5.95	2.93
  5.951	 3.1
  5.952	3.71
  5.953	2.96
 5.9548	2.98
  5.955	3.19
  5.957	2.96
  5.958	2.98
   5.96	2.98
  5.963	3.09
 5.9636	 3.2
  5.966	3.02
  5.967	3.12
  5.968	3.09
  5.971	3.12
  5.973	3.23
  5.975	2.97
 5.9766	2.75
  5.977	2.93
  5.978	3.09
  5.979	3.15
  5.981	3.12
  5.982	3.08
  5.982	3.02
  5.985	2.74
  5.988	2.67
   5.99	2.87
   5.99	3.02
   5.99	2.52
  5.991	3.14
  5.992	3.04
  5.994	3.18
  5.994	3.35
  5.995	3.17
  5.995	3.23
  5.998	2.93
  5.998	2.81
      6	2.67
  6.002	3.23
  6.002	2.98
  6.003	2.93
  6.004	   3
  6.005	3.01
  6.006	3.19
  6.007	3.05
  6.007	2.98
 6.0076	2.91
  6.009	3.12
   6.01	2.91
  6.012	2.96
  6.013	 2.8
  6.015	 2.8
  6.016	2.99
 6.0178	2.71
  6.018	3.12
  6.019	3.13
  6.019	2.68
  6.021	3.11
  6.022	3.05
  6.022	3.09
  6.023	3.04
  6.024	3.16
  6.025	2.97
  6.025	2.99
 6.0252	3.18
 6.0252	2.89
 6.0252	 2.5
  6.026	2.77
  6.028	3.01
  6.029	2.96
   6.03	2.95
  6.031	 3.2
  6.032	 3.1
  6.033	2.98
  6.035	3.11
  6.036	2.75
  6.038	3.09
  6.038	2.92
  6.039	3.22
   6.04	2.86
  6.041	2.86
  6.043	2.92
  6.044	3.34
  6.046	3.21
  6.046	2.98
  6.048	3.11
  6.049	 2.9
  6.051	   3
  6.051	3.13
  6.052	3.18
  6.054	 3.1
  6.054	2.76
  6.055	2.94
  6.056	2.86
  6.057	2.69
  6.058	 2.8
  6.059	2.72
   6.06	2.57
   6.06	2.61
  6.061	2.87
  6.062	3.06
  6.064	2.87
  6.066	2.82
  6.067	2.99
 6.0692	2.76
   6.07	   3
  6.071	2.94
  6.071	2.89
  6.072	2.77
  6.073	2.71
 6.0738	 2.6
  6.074	2.83
  6.075	 2.7
  6.075	2.91
  6.075	3.16
  6.077	2.66
  6.079	2.79
   6.08	3.19
  6.083	3.07
  6.085	2.88
  6.085	3.12
  6.087	3.03
  6.088	3.05
  6.089	3.12
   6.09	 2.7
   6.09	3.06
  6.092	2.94
 6.0922	3.17
  6.094	2.74
  6.095	2.99
  6.098	2.88
  6.099	3.04
  6.099	2.89
  6.101	2.91
  6.103	   3
  6.104	2.91
  6.104	3.36
  6.105	2.69
  6.106	2.98
  6.109	3.03
  6.109	2.59
  6.112	   3
  6.114	2.94
  6.115	3.02
  6.118	 2.9
  6.119	2.76
  6.119	3.05
  6.121	2.99
 6.1224	2.71
  6.123	2.97
  6.123	3.01
  6.124	3.07
  6.125	3.21
  6.128	3.44
   6.13	2.88
  6.131	2.84
  6.133	 3.4
 6.1348	2.92
  6.136	3.29
  6.136	2.98
  6.142	2.81
  6.148	2.62
  6.149	2.85
  6.153	2.93
  6.159	3.04
 6.1642	2.63
  6.165	2.56
  6.165	2.91
  6.171	2.77
   6.18	2.51
 6.1823	2.61
  6.183	2.54
  6.189	2.34
  6.195	2.88
  6.199	3.19
  6.203	2.73
  6.211	2.75
  6.215	2.77
  6.218	2.24
 6.2199	3.22
 6.2211	2.58
  6.225	2.88
  6.231	2.59
  6.232	2.86
  6.244	3.03
  6.248	2.69
 6.2483	2.86
   6.25	2.96
  6.256	3.05
  6.258	2.78
 6.2599	2.69
  6.262	2.85
  6.273	2.85
  6.274	2.85
 6.2767	2.89
  6.279	2.79
  6.285	3.28
  6.291	2.57
  6.291	3.01
  6.295	 2.5
  6.301	2.65
  6.306	2.55
  6.306	2.85
 6.3077	2.67
  6.312	2.78
  6.317	2.73
 6.3192	2.95
  6.325	 2.8
  6.327	2.58
  6.332	   3
 6.3334	3.11
  6.337	2.82
  6.342	2.35
  6.342	 2.9
  6.347	3.01
 6.3511	2.39
  6.353	 2.8
  6.358	2.87
  6.358	2.85
 6.3582	2.67
 6.3618	2.89
  6.363	2.86
  6.369	2.82
  6.374	2.23
  6.376	2.81
  6.379	2.54
  6.384	2.69
  6.385	2.94
    6.4	3.03
  6.405	 2.9
 6.4067	3.03
 6.4067	3.09
 6.4087	2.63
   6.41	2.97
  6.416	2.79
  6.418	2.96
  6.422	2.68
  6.427	3.11
  6.431	2.78
  6.433	2.94
  6.435	2.59
   6.44	2.79
  6.445	3.03
   6.45	   3
   6.45	2.83
  6.455	2.88
 6.4603	 3.1
 6.4603	3.11
 6.4603	2.91
  6.461	2.86
  6.466	2.27
  6.467	 2.8
  6.471	2.16
  6.477	2.94
 6.4795	2.55
  6.482	 2.9
  6.483	2.75
  6.487	 2.8
  6.493	2.59
  6.498	2.78
 6.4987	2.96
  6.501	3.03
  6.504	2.87
   6.51	2.82
  6.517	2.66
  6.522	 2.9
  6.526	2.71
  6.528	2.73
   6.53	2.64
  6.538	2.61
  6.542	2.69
  6.544	2.88
 6.5447	3.29
 6.5523	3.01
  6.555	2.54
   6.56	2.66
   6.56	2.89
  6.565	2.46
  6.576	2.84
  6.577	3.22
 6.5787	2.73
  6.582	2.78
  6.588	2.49
  6.593	2.71
  6.594	2.87
  6.595	2.89
  6.597	2.83
  6.602	2.81
  6.607	2.56
  6.607	2.97
  6.612	2.95
  6.616	   3
  6.618	2.94
   6.62	2.81
 6.6225	2.67
  6.623	2.84
  6.624	2.94
  6.627	2.91
  6.628	2.79
  6.628	2.91
  6.629	3.06
  6.629	2.94
  6.632	2.82
  6.632	3.05
  6.636	2.64
  6.637	2.71
  6.637	2.76
  6.641	2.99
  6.644	3.07
  6.646	2.99
  6.648	 2.9
  6.653	2.79
  6.653	3.32
  6.653	3.02
  6.657	 2.9
  6.662	2.85
  6.671	2.72
  6.671	2.71
  6.676	2.55
  6.681	2.85
  6.681	 2.9
 6.6844	2.48
  6.686	2.66
  6.687	2.94
  6.698	2.64
  6.704	2.69
  6.716	1.78
  6.721	2.81
  6.722	2.86
  6.728	2.79
 6.7287	3.19
  6.733	2.84
  6.739	2.75
  6.751	2.71
  6.758	 2.7
  6.764	3.06
 6.7714	2.65
  6.772	2.76
  6.777	2.74
  6.784	2.56
    6.8	2.96
 6.8153	2.68
  6.823	2.62
 6.8406	3.17
  6.844	2.61
  6.848	2.67
  6.852	2.69
 6.8591	2.66
  6.861	2.66
 6.8648	2.78
  6.868	2.72
  6.875	2.74
  6.882	 2.6
  6.889	2.76
  6.896	2.79
 6.9029	2.53
  6.903	2.58
  6.915	2.52
  6.927	2.52
  6.933	2.89
  6.938	2.49
  6.944	2.74
  6.955	 2.8
  6.966	2.49
 6.9663	2.42
  6.971	2.72
  6.984	 2.8
  6.997	2.72
  7.002	2.53
  7.007	2.84
  7.012	2.85
 7.0178	2.45
  7.022	3.09
  7.043	2.51
  7.049	2.63
  7.054	2.71
   7.06	2.56
  7.065	2.82
  7.075	2.48
  7.081	 3.1
  7.082	3.15
  7.083	3.08
 7.0838	 2.5
  7.084	3.01
  7.086	3.07
  7.087	2.68
  7.087	2.46
  7.088	3.05
  7.089	 2.8
   7.09	2.87
  7.092	2.77
  7.094	2.72
  7.095	2.84
  7.095	2.78
  7.097	2.82
  7.099	2.91
  7.101	3.15
  7.103	3.04
  7.103	2.67
  7.105	3.16
  7.107	3.01
  7.109	2.86
   7.11	2.88
  7.112	2.87
  7.115	   3
  7.116	2.85
  7.118	2.83
   7.12	2.82
  7.122	2.76
  7.124	2.96
 7.1246	2.79
  7.127	3.11
  7.128	3.13
   7.13	3.29
  7.132	3.28
  7.134	3.05
  7.136	2.75
  7.138	2.95
   7.14	 2.8
  7.142	3.04
  7.145	3.01
  7.147	3.02
  7.149	3.16
  7.151	3.07
  7.153	3.21
  7.155	3.01
  7.156	2.69
  7.157	 3.1
  7.159	3.17
  7.161	3.11
  7.163	 3.1
  7.165	2.88
  7.165	2.73
  7.167	2.97
  7.169	2.85
  7.172	2.72
 7.1762	2.69
  7.189	2.69
 7.1916	2.69
  7.199	 2.6
 7.2071	2.52
  7.209	2.69
   7.22	2.85
 7.2303	2.41
   7.25	2.54
 7.2535	2.37
   7.26	 2.7
 7.2614	3.22
  7.268	2.85
 7.2767	2.48
  7.277	2.41
  7.285	2.38
  7.294	2.61
 7.2998	2.39
  7.302	2.36
   7.31	2.52
  7.315	2.76
  7.326	2.47
  7.331	2.58
 7.3354	2.45
  7.336	 2.8
  7.342	2.93
  7.347	2.45
  7.353	2.51
 7.3787	2.49
 7.4011	2.67
 7.4018	2.62
 7.4019	2.43
  7.425	2.53
 7.4263	3.12
 7.4839	2.61
 7.4927	2.65
 7.5536	3.01
 7.5536	2.73
 7.5828	2.67
 7.6382	2.45
 7.6869	 2.8
 7.6929	   3
 7.7029	2.65
 7.7355	2.77
 7.8024	3.01
 7.8124	2.83
 7.8396	2.55
 7.8747	2.68
 7.9141	2.55
 7.9436	2.53
  8.011	2.63
  8.016	   3
  8.022	2.93
  8.026	2.77
  8.032	3.01
  8.038	2.98
  8.044	2.96
  8.048	3.07
  8.054	2.93
  8.059	2.96
  8.064	3.01
   8.07	 3.1
  8.075	3.12
 8.1066	2.74
 8.1111	2.38
  8.118	3.02
   8.13	3.04
  8.141	3.62
  8.155	   3
  8.167	2.85
  8.179	3.01
   8.18	2.66
  8.193	3.04
  8.205	3.01
 8.2076	 2.9
  8.216	 2.8
 8.2259	2.63
  8.229	2.93
  8.241	3.24
 8.2421	2.49
 8.2443	2.71
  8.253	3.06
 8.2535	2.72
  8.267	2.63
  8.278	3.05
  8.291	3.17
 8.3006	2.38
  8.301	 3.1
  8.307	   3
 8.3086	2.83
   8.31	3.03
  8.314	2.87
  8.316	2.95
  8.319	2.84
  8.321	2.99
 8.3234	2.45
  8.325	3.02
  8.327	 2.9
   8.33	2.97
  8.335	2.94
  8.339	 2.7
  8.344	2.77
 8.3476	2.43
 8.3803	2.49
 8.3821	2.78
 8.3912	2.71
  8.428	 2.8
 8.4372	2.86
 8.4372	2.84
 8.4831	2.94
 8.4831	2.85
 8.4923	2.83
 8.4941	2.79
 8.5397	2.99
 8.5397	2.68
  8.551	 2.9
 8.5718	2.82
  8.584	2.42
 8.5933	2.76
 8.6079	2.71
 8.6147	2.74
 8.6575	2.92
 8.6575	2.76
 8.6649	2.73
 8.6789	 2.7
 8.6876	 2.9
 8.7111	2.73
 8.7565	2.83
 8.7967	3.07
 8.8284	2.79
 8.8503	2.96
 8.9004	2.85
  8.913	3.06
 8.9151	2.74
 8.9234	2.76
 8.9234	2.74
 8.9442	2.71
 8.9723	2.63
  8.979	2.78
 8.9858	2.71
  8.986	2.63
  8.992	2.62
  8.999	2.71
  9.005	2.74
  9.012	2.61
  9.019	2.58
 9.0202	2.71
  9.025	2.88
  9.031	2.95
 9.0378	   3
 9.0378	3.02
  9.038	2.75
  9.044	2.73
   9.05	2.96
  9.056	2.65
 9.0586	2.62
 9.0586	 2.8
  9.062	2.82
  9.067	2.62
  9.069	2.83
  9.076	2.94
  9.085	2.68
  9.094	2.72
  9.103	2.65
 9.1046	3.01
 9.1046	2.75
  9.112	2.72
  9.121	2.78
 9.1312	2.76
  9.147	2.55
  9.149	3.09
  9.149	3.15
 9.1515	 2.7
  9.154	2.74
  9.161	2.64
  9.167	2.75
  9.172	2.63
  9.178	2.49
  9.183	2.49
 9.1889	2.98
 9.1889	 2.9
 9.1889	2.43
  9.189	2.59
  9.195	2.69
  9.202	2.83
  9.209	3.14
  9.215	 2.9
  9.216	 2.8
  9.224	3.01
  9.232	2.47
   9.24	2.59
 9.2419	3.04
  9.242	2.76
  9.242	2.85
  9.247	 2.7
  9.255	2.42
  9.263	2.73
  9.269	2.61
  9.278	2.81
  9.283	2.74
   9.29	2.59
  9.297	2.72
  9.303	2.91
 9.3084	2.81
 9.3084	2.46
 9.3084	2.62
   9.31	2.79
 9.3102	2.79
  9.317	2.77
 9.3175	3.15
 9.3217	2.98
 9.3217	2.86
  9.324	2.91
  9.331	2.26
  9.337	2.67
  9.343	2.84
  9.348	2.74
 9.3483	2.67
 9.3483	2.73
 9.3488	2.85
  9.354	2.76
 9.3552	2.82
  9.359	 2.8
  9.365	2.57
   9.37	2.67
  9.375	3.01
  9.386	2.92
  9.388	 2.5
 9.3881	 2.6
 9.3898	3.15
  9.392	2.78
  9.397	2.92
  9.398	2.86
 9.4014	2.94
  9.403	2.75
  9.404	2.84
  9.408	2.78
   9.41	3.02
  9.414	2.74
 9.4147	2.62
  9.416	2.98
  9.419	2.79
 9.4211	   3
 9.4228	2.72
  9.425	2.93
  9.428	2.52
  9.431	2.62
  9.435	2.58
  9.437	2.52
  9.442	2.61
  9.447	2.84
  9.454	3.04
  9.461	2.74
  9.462	3.04
  9.463	2.78
  9.469	2.78
   9.47	2.64
   9.47	 2.7
  9.477	2.57
  9.484	2.46
  9.484	2.54
 9.4902	 2.6
  9.492	2.56
 9.4933	3.01
 9.4994	2.66
    9.5	2.81
  9.506	 2.7
 9.5078	2.59
  9.513	2.32
 9.5162	2.69
 9.5162	2.41
   9.52	2.74
  9.527	2.75
 9.5331	2.45
  9.534	 2.8
 9.5342	3.17
   9.54	2.89
 9.5415	 2.8
  9.548	3.62
 9.5499	2.58
  9.555	2.42
 9.5578	2.43
 9.5583	2.75
  9.563	2.91
 9.5655	3.05
 9.5668	2.63
  9.571	2.87
 9.5752	 2.5
  9.579	2.81
 9.5836	2.87
  9.586	2.65
  9.592	3.06
  9.602	2.79
   9.61	 2.6
   9.61	2.69
  9.611	2.42
 9.6168	2.75
  9.617	2.36
 9.6244	2.21
  9.625	2.57
 9.6251	2.57
 9.6287	2.46
  9.631	 2.9
  9.644	2.79
  9.649	2.69
 9.6505	2.72
 9.6505	2.86
  9.655	2.73
   9.66	2.69
  9.666	 2.8
  9.672	2.74
 9.6748	 2.6
  9.677	2.83
 9.6831	2.74
  9.689	2.69
  9.689	2.74
 9.6914	2.76
  9.695	2.49
  9.701	2.57
  9.707	2.72
 9.7106	2.43
  9.712	2.73
  9.718	 2.4
   9.73	2.46
 9.7328	2.63
  9.736	2.77
  9.742	2.76
 9.7481	2.95
 9.7493	2.69
  9.799	 2.7
 9.8156	2.76
 9.8156	 2.5
  9.822	2.26
 9.8404	2.67
 9.8609	2.46
 9.8749	2.84
 9.8818	2.86
 9.8901	2.72
 9.9066	2.63
 9.9149	2.66
 9.9391	2.63
 9.9563	2.63
 9.9563	 2.4
 9.9729	2.75
 9.9894	2.88
 10.006	2.57
10.0226	2.52
10.0226	2.69
10.0226	2.71
10.0308	2.31
10.0408	2.98
10.0557	2.65
10.0562	2.77
 10.064	 2.7
10.0805	2.71
10.0805	2.77
10.0973	2.49
10.1054	2.84
10.1136	2.71
10.1219	 2.6
10.1302	 2.5
10.1302	2.53
10.1385	2.88
 10.155	2.71
10.1676	2.83
10.1732	2.55
10.1799	2.92
10.1882	2.64
10.1964	2.77
10.2461	2.75
10.2461	2.81
10.2903	2.53
10.3206	2.08
10.3289	2.74
10.3289	2.76
10.3335	2.85
 10.345	2.69
10.3455	2.57
10.3538	2.69
10.3538	2.67
 10.362	2.93
10.3786	2.74
10.3869	2.53
10.3869	2.28
10.4117	2.59
10.4284	 2.2
10.4448	2.43
10.4448	2.48
10.4531	2.54
10.4603	2.85
10.4614	2.29
10.4621	2.58
10.4697	2.54
10.4697	2.45
10.5276	2.89
10.5276	2.66
 10.569	2.76
10.5792	2.55
10.6022	 2.6
10.6262	2.85
10.6353	2.72
10.6601	2.58
10.6648	2.29
 10.685	2.77
10.6932	2.65
10.6932	2.72
10.6963	2.39
10.7015	2.55
10.7181	2.68
10.7181	2.38
 10.753	2.63
 10.753	2.79
 10.776	2.81
10.7843	2.55
10.7843	2.49
10.7926	2.34
10.8133	2.25
10.8428	 2.7
10.8517	2.55
10.9013	2.41
10.9029	2.63
10.9047	 2.7
 10.914	2.55
10.9185	2.26
10.9189	2.89
10.9223	2.79
10.9297	2.14
  10.94	2.65
10.9408	2.16
10.9498	2.44
 10.985	 2.5
10.9891	2.17
 10.999	2.74
 11.005	2.68
11.0067	2.84
 11.012	2.56
 11.019	2.34
 11.026	2.38
 11.033	2.54
 11.044	2.52
11.0457	2.72
 11.054	2.68
 11.061	2.57
 11.069	2.19
 11.076	 2.6
 11.084	2.37
 11.084	2.64
 11.092	2.47
 11.092	2.71
11.0951	2.58
   11.1	2.61
 11.107	2.61
 11.112	2.54
 11.118	2.39
 11.123	2.46
  11.13	2.36
11.1377	2.38
 11.139	2.43
11.1393	2.67
11.1395	 2.1
 11.147	2.28
11.1481	2.72
 11.158	2.31
 11.158	2.54
 11.168	2.74
 11.188	2.51
 11.209	2.19
  11.21	2.66
11.2116	   3
 11.224	2.62
11.2299	3.12
  11.23	2.34
 11.238	2.47
 11.245	2.54
11.2454	2.65
 11.253	2.55
  11.26	2.61
11.2631	2.48
 11.267	2.41
 11.274	2.53
 11.281	2.51
 11.288	2.15
11.2896	2.78
  11.29	2.26
 11.295	2.19
   11.3	2.47
 11.305	2.68
 11.309	2.43
 11.314	2.52
11.3161	2.57
11.3161	2.84
 11.319	 2.3
 11.325	2.51
 11.328	2.57
 11.332	2.62
 11.337	2.39
11.3384	2.82
 11.347	2.52
11.3692	 2.3
11.3692	2.53
11.3742	2.51
 11.378	2.83
 11.378	2.86
11.4148	2.18
11.4153	 2.8
11.4412	2.77
11.4431	2.71
 11.449	2.41
11.4551	2.98
11.4613	2.64
11.4639	2.37
  11.47	2.51
11.4774	2.85
 11.482	2.43
 11.482	3.34
11.4885	2.87
 11.489	2.32
 11.489	2.43
 11.489	 3.2
 11.497	3.46
 11.504	 2.4
11.5067	2.66
 11.512	2.43
11.5158	2.74
11.5249	2.66
 11.528	2.58
 11.535	2.59
11.5376	3.19
 11.543	2.71
11.5521	 2.7
 11.557	2.27
 11.572	2.32
11.5869	2.28
 11.588	2.51
11.5976	2.52
11.5976	2.28
 11.599	2.47
 11.605	2.62
11.6106	2.26
 11.612	2.66
11.6124	2.68
11.6157	2.48
11.6157	2.77
 11.618	2.82
 11.629	2.59
 11.639	2.41
  11.65	 2.4
  11.66	2.39
11.6612	2.56
 11.668	2.57
 11.675	2.33
11.6793	2.56
 11.683	2.63
11.6884	2.73
  11.69	2.58
 11.699	 2.8
   11.7	2.67
11.7066	2.76
11.7098	2.13
  11.71	2.83
11.7184	2.94
 11.721	2.41
 11.731	2.79
 11.731	2.47
 11.742	2.72
 11.743	2.53
 11.758	2.37
 11.766	2.35
 11.773	2.37
11.7793	2.68
 11.781	 2.2
 11.788	2.35
11.7955	3.13
11.7975	2.77
11.7975	2.46
 11.802	2.37
 11.811	2.23
11.8157	 2.5
11.8157	2.33
  11.82	2.74
11.8247	2.77
 11.825	2.51
11.8338	2.55
 11.838	2.63
11.8429	2.23
11.8432	2.38
 11.846	2.25
11.8684	2.35
11.8972	2.36
11.8992	3.09
11.9013	 2.4
11.9342	2.54
 11.937	2.24
11.9424	2.38
11.9425	 2.9
 11.943	2.09
11.9507	2.71
 11.953	2.21
11.9574	2.18
 11.958	2.17
 11.963	2.05
 11.968	2.22
  11.97	2.51
11.9715	2.75
 11.973	2.71
 11.978	2.42
 11.982	 2.4
 11.987	2.36
 11.992	2.32
 11.997	2.36
